0.180824,-0.216471,0.365842,0.021643,0.646685,0.340631,-0.730158,-1.034949,-0.270460,0.416532,1.311796,-0.256348,0.435824,1.052010,0.719120,0.049058,1.828582,-1.277521,
-0.580635,1.779193,1.338485,0.651707,1.160854,-0.212543,-1.078979,-0.721558,0.356831,0.336249,-0.545135,-0.386451,-0.114392,-0.593311,0.700535,1.178788,-0.024014,-0.288011,
0.707333,-0.013781,0.767962,-0.251014,-0.118537,-2.639336,-0.536052,0.550631,-0.310947,-0.220971,-0.769625,-0.348857,1.126201,-0.215286,0.324405,0.175163,0.508666,0.049951,
0.582511,-0.356503,-0.085382,0.077142,0.226580,-1.171166,-0.239254,-1.109835,1.556947,1.429012,-0.345534,0.813023,0.196268,-0.251567,-0.082606,0.272930,0.716818,0.732898,
-0.694191,-0.036682,0.522457,-0.524643,0.339437,-0.865150,-0.311934,-0.336522,-0.873273,-0.602390,1.393007,-0.138278,-0.938757,-1.180554,-0.378898,0.877103,0.862567,-0.359231,
0.477648,-1.062529,-0.604326,0.889558,-1.285601,-1.095089,-0.073955,-0.154932,0.627082,0.186677,-0.779147,-0.512655,-0.726485,-0.510039,-0.197212,-0.806502,0.469167,-1.303671,
-0.583089,0.927945,-0.810033,-1.467191,-0.395420,0.980685,1.257791,0.373543,0.851120,-0.781488,0.343451,1.125191,0.656300,1.076698,-0.394842,-0.186249,-0.973122,1.667543,
-1.167866,-0.680066,-1.017611,-0.725852,-0.379758,0.214930,-0.146165,0.854011,-0.368769,0.656463,-0.750092,-1.528367,0.444530,-0.517826,-0.058280,0.760830,1.256210,-1.045919,
1.496831,-0.596859,1.059887,1.027491,-0.691967,-1.801747,-0.155438,-0.624768,0.164980,-0.356092,0.428591,-0.573144,0.171525,0.297763,0.140919,0.703317,-1.574068,-0.142783,
0.954606,1.686245,-0.357205,-0.332705,1.121708,0.142370,1.032362,-0.389208,0.295670,0.676362,0.051582,-1.014585,0.250795,0.626190,-0.069213,1.405663,-0.188159,-0.803189,
-0.885926,-0.437828,-1.325623,-0.118728,-1.122610,0.486891,0.686253,0.429479,-0.516773,-0.143806,-1.133842,-0.149730,-1.337646,1.138974,1.000154,0.616839,0.781711,1.048229,
0.444733,0.286812,0.635007,0.445587,1.081364,-0.255337,-1.639055,-0.659047,-1.747749,0.271967,-0.365417,1.326567,0.162664,-1.035171,-0.607282,-0.796671,0.644987,0.033944,
